Id,SalePrice
1569,155309.3511462311
1570,144226.21837095666
1571,111650.48310437551
1572,144916.40835796826
1573,247438.10604648877
1574,146688.96734566998
1575,255114.72618393923
1576,244563.55428152482
1577,191752.86696977925
1578,153791.01061195182
1579,145383.65398467574
1580,209826.1906210932
1581,171613.27099828923
1582,132115.86483839163
1583,293396.677657077
1584,222464.96679685006
1585,142258.78767851717
1586,56780.38173423698
1587,117236.4244390513
1588,146359.71670141228
1589,124111.6914800097
1590,125816.67767811201
1591,79847.2455886978
1592,148000.2508285495
1593,132709.5303608819
1594,78893.27079387041
1595,111677.14980604111
1596,217295.7667356076
1597,193826.14601388425
1598,193801.05856597144
1599,183991.19172956838
1600,166509.5075445455
1601,40265.77622638503
1602,115639.44234487369
1603,41316.737910023854
1604,285868.2131212169
1605,245944.23773529354
1606,162767.79437809385
1607,172720.5810632588
1608,198778.6131962837
1609,186897.38337081214
1610,170160.69121619294
1611,155545.93610800884
1612,186189.2776297572
1613,189251.7661117745
1614,143260.66738625706
1615,86239.97359216784
1616,59311.31876282706
1617,87956.22485694793
1618,133582.29670461794
1619,139474.51284663478
1620,195797.3655545636
1621,146858.8353766264
1622,161583.23765295383
1623,243067.3302522494
1624,220484.197208354
1625,117223.99819892897
1626,173634.0197284054
1627,200964.00410354635
1628,277420.68547308934
1629,180863.656806078
1630,385572.7260916401
1631,202631.93732821033
1632,219270.49377567502
1633,175179.6792383132
1634,199450.6058057578
1635,181949.48883119982
1636,167797.7600894203
1637,202788.52901311623
1638,199171.2632867148
1639,189114.5345416214
1640,245187.79156982768
1641,191813.62271192597
1642,245703.75846742015
1643,203946.04043423006
1644,231124.26788190787
1645,231051.36613647718
1646,168931.3196959114
1647,168296.50232334444
1648,135758.31145699375
1649,140864.2493221643
1650,122208.28183624908
1651,127538.55854759853
1652,99964.88945552126
1653,100062.29902696371
1654,145189.04299219174
1655,156273.88382496792
1656,144807.61711545603
1657,149744.52759715027
1658,151525.44034032425
1659,127779.30884635526
1660,165294.94829975988
1661,438831.25656776596
1662,377487.2448821521
1663,373229.5381974035
1664,296670.6554067719
1665,301399.9655272176
1666,309624.69486422034
1667,396682.4668544396
1668,357735.7919557849
1669,283683.5737274225
1670,311835.8448390149
1671,254064.62793263458
1672,440582.97736571834
1673,283904.14333509066
1674,256233.56081663843
1675,195909.00336772064
1676,196071.73854398727
1677,212154.1652793431
1678,574159.7788824477
1679,351739.9988529479
1680,301682.12286800676
1681,218922.0781943381
1682,281911.7341281326
1683,190822.87173967907
1684,172566.19807672984
1685,182795.81685063822
1686,185455.30106579204
1687,174954.57140838422
1688,209773.26307945454
1689,196678.2764774134
1690,193051.07658627574
1691,187346.58851004572
1692,246886.42614294568
1693,164366.872352934
1694,190608.2679449015
1695,171750.7596822008
1696,260374.59658781116
1697,175684.10799699658
1698,320264.0530017863
1699,342372.29264843115
1700,257824.5439994719
1701,250924.8942836274
1702,260994.0006241614
1703,236902.1336823655
1704,295152.5296225565
1705,236487.24621550913
1706,271004.46992219746
1707,246121.22352157088
1708,210833.81010563296
1709,281924.7369666279
1710,220334.5826289876
1711,268159.13575142587
1712,281640.4802489458
1713,263064.90808703075
1714,220228.32497871653
1715,207009.63096663836
1716,184970.6551227486
1717,176461.73162936405
1718,122300.3750544067
1719,201815.54573688094
1720,209689.71565498709
1721,167800.56707353378
1722,103710.59599053202
1723,163872.5993244374
1724,193177.07075654634
1725,247818.1228295109
1726,185612.64440480023
1727,157717.3176198071
1728,172574.65254491498
1729,166232.52289505154
1730,164202.28962812404
1731,118623.736412818
1732,133453.90266832872
1733,113564.49821192204
1734,133119.0841400312
1735,119205.46965000125
1736,108470.46109603484
1737,313292.8878868661
1738,229613.223128694
1739,198611.7746497428
1740,216025.27318341468
1741,179318.25238155364
1742,171842.61674005486
1743,176664.63960678547
1744,262767.0546684864
1745,204539.30903477647
1746,218129.0372050682
1747,216672.78064039975
1748,236756.15548075363
1749,160358.72884790978
1750,142455.53291092569
1751,243065.64661783553
1752,106756.14322859174
1753,157741.53967136962
1754,215225.70762297686
1755,184861.77298815746
1756,161740.4020251615
1757,119514.71343065245
1758,154700.1756828283
1759,171058.77592475727
1760,171289.12227069042
1761,173530.85473091115
1762,188572.25613480108
1763,167418.670355364
1764,111883.26997083235
1765,184283.53066660615
1766,190227.69288268223
1767,257532.24687906294
1768,141040.1555927431
1769,174977.83512394293
1770,157898.29905072434
1771,120965.04116273993
1772,136973.32113760276
1773,128607.17008499065
1774,150878.15069938754
1775,138883.71861579648
1776,139010.0785842238
1777,119880.26750242246
1778,139029.6010716817
1779,130693.51783999392
1780,176306.33330620776
1781,115881.5820459982
1782,92199.75025973887
1783,156296.46373867846
1784,101788.8962035364
1785,123150.0478797312
1786,171884.18993308622
1787,157262.03378233177
1788,41705.531810559376
1789,96492.17380174709
1790,88593.70840861433
1791,191167.9715757679
1792,156092.83853411136
1793,145919.20614129133
1794,162195.4777586468
1795,136820.67904936045
1796,101873.29183531961
1797,146246.08112772842
1798,113502.24355565093
1799,106784.8754381857
1800,113512.55105067758
1801,136996.1715388255
1802,136114.48671270462
1803,157285.9570160582
1804,148033.57132735322
1805,143251.42221467284
1806,131958.89723603075
1807,149004.2288919252
1808,118544.54476865874
1809,132838.96544236434
1810,158826.3128791211
1811,93705.23482744934
1812,122693.04789131554
1813,140058.9856733907
1814,77467.9365929657
1815,32907.294335750754
1816,98963.72707812692
1817,114614.0818676377
1818,144048.9826646968
1819,133716.7152204774
1820,73185.451578226
1821,114809.18798827889
1822,157976.198956651
1823,40882.77273065032
1824,132181.02133786786
1825,131312.06977493846
1826,94118.334372739
1827,111186.0126160548
1828,155762.3097696792
1829,111865.58734078148
1830,154330.20606767343
1831,156968.37657194235
1832,62003.97322746027
1833,143529.9363331469
1834,143959.16935870604
1835,155583.11051449672
1836,137814.62259425962
1837,70804.95940704581
1838,118889.93494522275
1839,117442.5306944074
1840,161717.60011029989
1841,147345.37520034795
1842,113050.13114516452
1843,151451.14901985863
1844,137523.90240879805
1845,142955.9542076303
1846,147489.75524521113
1847,172672.4608742331
1848,29295.745099845182
1849,123260.21002527415
1850,115678.91801331405
1851,153401.4562221915
1852,127339.54844858407
1853,137851.2704576662
1854,166720.58963883884
1855,158957.32808458735
1856,222656.19624153347
1857,153060.3807442354
1858,147174.393748697
1859,113592.46243966212
1860,161185.7055410024
1861,121572.85944779566
1862,345308.2317092019
1863,336316.91674129677
1864,336349.62471902027
1865,345438.5847389015
1866,329033.62453744584
1867,240455.0041283484
1868,314016.4350120819
1869,222880.55508964063
1870,235733.26280096502
1871,236345.04952517047
1872,187414.55193727592
1873,251732.28013801045
1874,156776.4497980665
1875,208971.45680147206
1876,220786.43461107818
1877,218297.25157827418
1878,208570.48855055493
1879,136394.1993915641
1880,143724.8096993708
1881,268610.7779013359
1882,258200.64811227488
1883,195252.11198745435
1884,197358.3457823019
1885,235763.8963975074
1886,262796.93864378927
1887,219367.8848693924
1888,296915.3105874929
1889,186293.4928035339
1890,132214.3755984719
1891,144337.7904624513
1892,93183.90799118466
1893,136762.86872577408
1894,116108.43970950691
1895,143875.5520661824
1896,134381.99265876177
1897,129246.11163767654
1898,127724.74211369973
1899,167476.2615052786
1900,158146.88925034204
1901,157926.88580715586
1902,142306.55774121382
1903,238407.58340955744
1904,130021.61466186144
1905,188246.11847851097
1906,156088.75253209978
1907,199589.83174687647
1908,108540.04173280155
1909,134846.4556350391
1910,121348.25375983941
1911,207773.57063772262
1912,306963.1594519067
1913,183659.8904767187
1914,47656.75585647013
1915,389424.22004544357
1916,36904.72882422928
1917,238026.26884535138
1918,134890.18392961734
1919,174422.35296580842
1920,173233.46617414165
1921,421673.04669953696
1922,296574.5964161195
1923,218939.5728720142
1924,220409.53796129714
1925,204234.5985634528
1926,394102.82933529926
1927,136740.2601034767
1928,187951.8275684556
1929,134052.29099138905
1930,131048.13014527017
1931,144239.77788722498
1932,155292.49544279146
1933,195889.41441075385
1934,186250.49369853456
1935,187164.3136314769
1936,200237.56364765714
1937,197055.14657562374
1938,177691.9046175129
1939,215291.89084037178
1940,167668.58997192132
1941,193861.56731589185
1942,192993.49921656112
1943,199923.80153989946
1944,334452.1134067685
1945,358962.46263700543
1946,163000.72033651522
1947,258409.30538894204
1948,175092.2510963067
1949,244920.95367633118
1950,195235.9613388199
1951,255213.47121493414
1952,211633.67478771595
1953,183577.1973174439
1954,199035.9422342138
1955,141458.24226607615
1956,291894.04657743056
1957,160125.1054632598
1958,314492.28877087263
1959,153045.8440371636
1960,113539.85523668138
1961,123150.88818692905
1962,104482.46097497278
1963,120956.29649510019
1964,109630.94639821343
1965,134759.8072796688
1966,142012.3190491265
1967,280973.8587143773
1968,412311.36395388044
1969,351973.21535838
1970,392346.9943841346
1971,474189.8610101401
1972,350454.1696797237
1973,272855.8644550738
1974,312849.00616472104
1975,496368.21597532
1976,276786.70419026574
1977,400448.84616229933
1978,341753.7000529902
1979,324903.67914756166
1980,183279.60744992393
1981,352371.2466053651
1982,230996.74700273282
1983,193574.21855410372
1984,154968.17811509894
1985,241166.20824529155
1986,219484.35670802495
1987,165616.52941496577
1988,180218.12011305406
1989,196004.69304134848
1990,226151.20343565298
1991,226176.57314564032
1992,239034.26475273934
1993,165468.39853724238
1994,241041.48632430905
1995,189463.92477084734
1996,256184.9797334816
1997,281675.73858722724
1998,359856.9699657924
1999,273062.250651991
2000,299305.22026790085
2001,250656.16361995295
2002,231633.56999011835
2003,274718.1779251584
2004,289421.9390040553
2005,221398.2238398093
2006,228053.42877450155
2007,254627.51995504
2008,197564.08258225385
2009,207107.7718194624
2010,201512.58722892217
2011,116634.05877180929
2012,176994.42419451015
2013,187101.84547952286
2014,196029.54912933087
2015,206358.4867319315
2016,207846.32996640066
2017,191599.6065712352
2018,123763.33860538968
2019,135561.42638871935
2020,104834.51462132802
2021,112881.13901331952
2022,211115.76936875348
2023,152606.90160934706
2024,278265.8920761555
2025,331037.52683607227
2026,163957.55904179608
2027,144746.3067366105
2028,152189.98939787873
2029,166175.11415374608
2030,244756.06528970512
2031,220819.35823668615
2032,236076.81638767396
2033,246294.0790682765
2034,162781.59874544188
2035,231396.21117189748
2036,184974.1114970822
2037,190044.82668696746
2038,252696.54939319688
2039,215841.15800637967
2040,351158.75420060987
2041,268062.5553283773
2042,213873.90701945827
2043,182774.38463412394
2044,173469.0124218906
2045,208469.55283918916
2046,132837.2056966709
2047,153007.2474180215
2048,146806.5506771808
2049,144079.90798129336
2050,178859.58476266736
2051,93134.54078486284
2052,127248.54607712838
2053,138273.93025403394
2054,52110.396190103085
2055,151028.20234628607
2056,143994.73663539006
2057,100833.123980861
2058,222551.16211415068
2059,141978.81211623034
2060,180375.65435018513
2061,162045.71010554404
2062,127591.65082893698
2063,109043.4065149025
2064,144709.57833587215
2065,117139.58925961479
2066,178555.12929543946
2067,132948.74817964222
2068,140292.85634866418
2069,60308.84725422433
2070,108116.97814145409
2071,103533.51589576807
2072,154550.32214587068
2073,140093.39242101152
2074,207317.83217363106
2075,154917.64485396136
2076,119598.89361856785
2077,146630.51201099943
2078,120268.56862590917
2079,138118.61948275744
2080,116992.61636818721
2081,105675.59692769563
2082,140714.54639194824
2083,146343.45613358796
2084,114828.46841299265
2085,119349.7989021517
2086,146888.54721104703
2087,130177.73575245758
2088,108345.9532339313
2089,79830.76376151334
2090,128247.9008707535
2091,99097.87243957381
2092,131819.5296208346
2093,124222.57291322658
2094,117252.42137277938
2095,172230.07122501833
2096,74794.20179633991
2097,94216.08706280115
2098,152372.18713266912
2099,54985.12665409211
2100,65504.4793463717
2101,128656.93934604444
2102,125721.81490850847
2103,98807.59661155233
2104,145640.66652253005
2105,142374.24772833582
2106,53232.95962705199
2107,254128.9772641934
2108,125408.11342166936
2109,117403.77475678996
2110,126624.17261993312
2111,119496.75584542075
2112,146031.16062268204
2113,111760.32027279962
2114,132945.2717183228
2115,161365.25542802256
2116,131535.76260594703
2117,150635.12274126697
2118,122064.02648278931
2119,118829.32199671454
2120,122577.12320090792
2121,91725.71820337692
2122,108873.62764543164
2123,77892.22423328536
2124,151306.47191246366
2125,146173.02627713652
2126,156797.655271512
2127,171872.38921640368
2128,134644.7292794446
2129,65095.627922666834
2130,147387.58360533032
2131,162846.7179138197
2132,125039.27364711945
2133,133590.28811599792
2134,115610.03909247708
2135,46913.57304325599
2136,93507.46265747558
2137,128350.07394295167
2138,131946.64522472172
2139,155022.82610832184
2140,147993.0407637201
2141,152024.27755049808
2142,122521.19038860322
2143,144652.02041973005
2144,117012.28970400766
2145,136986.87964845885
2146,158946.8101125782
2147,155877.56969484309
2148,136107.5272502488
2149,141958.97749204532
2150,212929.1295572652
2151,116079.21421421092
2152,159229.77192287185
2153,177882.3942479373
2154,120710.21326341172
2155,164403.20504388295
2156,263837.65539668803
2157,222486.56977825536
2158,245596.8937041744
2159,202319.29520808803
2160,173781.53128665584
2161,257349.35443951227
2162,474401.32187303354
2163,360411.6669120521
2164,233873.41201229015
2165,207050.93577434417
2166,162227.39111300447
2167,219833.20828583883
2168,203668.5232322234
2169,203205.851458664
2170,229385.1745948601
2171,165330.07976464633
2172,154433.31069686022
2173,161107.09983643782
2174,226728.58851168785
2175,288537.9102254822
2176,303074.6103909687
2177,247758.2258504483
2178,212581.83233635547
2179,126638.25314724346
2180,233743.54290080737
2181,187362.8583572842
2182,217822.75891703798
2183,189666.60687764434
2184,130093.81297774232
2185,120789.72080911376
2186,166957.3985732313
2187,153349.09510485939
2188,164870.70053818854
2189,383055.68722379894
2190,87273.14531818852
2191,82285.48823577681
2192,126691.81359135568
2193,113986.24921174113
2194,95548.0449765245
2195,123662.97025091437
2196,94963.53326660876
2197,114407.53634836907
2198,153729.3514515367
2199,212094.55228714633
2200,143606.7643999677
2201,142666.8433260314
2202,202601.2751587832
2203,158179.03863716195
2204,192304.66909185873
2205,125101.25685200852
2206,135652.11358169978
2207,218085.1849917382
2208,234802.37447774172
2209,213846.94569832284
2210,115984.10194219311
2211,94928.35420131164
2212,128775.13133582492
2213,94825.92800703137
2214,126887.83165829955
2215,107216.37039931145
2216,157196.05165709887
2217,23253.354699789037
2218,53083.22076266052
2219,66252.06681563686
2220,55262.1191999505
2221,394906.4883028225
2222,288022.275191052
2223,295168.6887905479
2224,222452.98174535192
2225,144570.26320635062
2226,196530.2942745724
2227,205789.34501921304
2228,274722.57645491895
2229,250753.65503338375
2230,158727.290139334
2231,202186.27844528382
2232,198097.52761827884
2233,186877.1651486938
2234,232731.10771002012
2235,226084.50468383904
2236,239871.35674546598
2237,335681.67548207915
2238,201492.0932803232
2239,97501.71082926363
2240,162279.9145292514
2241,174042.50020351156
2242,134634.12348115907
2243,140215.66873495877
2244,115663.39655086957
2245,92407.60466182808
2246,140488.59263624108
2247,138804.38865754736
2248,125952.25682717089
2249,129586.44233609007
2250,140944.33438119438
2251,129365.3471038526
2252,184126.678953481
2253,155117.71324560526
2254,165642.63947190138
2255,197652.61307386347
2256,179810.03050487593
2257,227431.6932295013
2258,169299.8012724434
2259,184338.3148337342
2260,143272.31897707065
2261,177930.65161344607
2262,194569.65412666232
2263,362124.9077322882
2264,530212.749202927
2265,182193.36191604525
2266,268880.1666705924
2267,385230.6627916092
2268,231656.2919702948
2269,163663.3466683134
2270,196998.08440585385
2271,218051.13079592763
2272,193756.75943533378
2273,167938.45310403348
2274,192101.71804395277
2275,186182.72453501378
2276,174924.01570533222
2277,195597.93265427081
2278,149242.20555463622
2279,135903.5884590833
2280,122248.97006659403
2281,166170.9179598116
2282,189377.7816982222
2283,111396.98756525469
2284,108914.59785591565
2285,148059.07482941187
2286,126326.31163672534
2287,334322.59511738375
2288,264495.6972374512
2289,376564.1137193065
2290,411137.84738696157
2291,334815.15428718325
2292,415987.406643301
2293,528967.8592617216
2294,403317.1048749291
2295,522606.7142743921
2296,293905.49770402216
2297,297101.42082067585
2298,327246.3023677027
2299,426574.4310136674
2300,343032.8571322642
2301,301138.580229627
2302,264687.3190356203
2303,225034.1288779675
2304,221048.65039311862
2305,182710.64031243042
2306,185985.36448027944
2307,184954.05682303294
2308,199551.67321538494
2309,270234.1071344212
2310,212153.41144393204
2311,203578.15252866605
2312,176940.46120044836
2313,170318.5537739015
2314,160661.8924710734
2315,174561.58472793223
2316,183931.80817118345
2317,195392.07874849532
2318,174407.27405281924
2319,175929.79996645724
2320,187278.55650376188
2321,259947.72468292914
2322,185566.435109077
2323,190977.78280921665
2324,184856.27143298232
2325,202777.4125569445
2326,177419.28913706503
2327,217483.13537020472
2328,231321.51513907226
2329,196935.4173578059
2330,187024.7022867987
2331,377894.92192835105
2332,367591.33799117303
2333,318123.1946035076
2334,260471.85185739002
2335,256473.10063023397
2336,339151.87914823415
2337,200005.95747919162
2338,273843.1532716089
2339,211624.45685746436
2340,449060.17577302107
2341,215084.68390895723
2342,221406.10631561533
2343,234676.35465848175
2344,213482.71352380808
2345,225569.4392315391
2346,223809.64134528395
2347,219012.2640592886
2348,229652.64340703157
2349,195192.17634608218
2350,313318.48137565807
2351,257789.55955415184
2352,237901.94401608236
2353,280964.3937418486
2354,112014.70691513589
2355,121360.8983341925
2356,155170.03278060854
2357,201673.3563022553
2358,198036.54523813684
2359,134781.16898410692
2360,107969.25994072948
2361,149681.98794617114
2362,273789.4857626962
2363,129211.27587301856
2364,158300.60073265134
2365,208894.1723778097
2366,171246.9999670885
2367,197735.4035055978
2368,200743.55160391313
2369,235239.655569252
2370,171604.00521772416
2371,152469.14383006556
2372,210454.96481168293
2373,254431.05069294354
2374,312524.131145072
2375,234340.99033318082
2376,283214.39897656295
2377,342326.8839904174
2378,146133.71036810096
2379,238028.77186382026
2380,145532.01910424713
2381,167059.81277591025
2382,208677.36489499407
2383,197198.549971903
2384,246356.40916181775
2385,168078.94966216153
2386,135953.77038465234
2387,130275.62677450312
2388,107982.50781533158
2389,129680.44843000677
2390,147479.67600494908
2391,145908.05509867994
2392,110494.18790255787
2393,173888.27812447323
2394,132526.78539745515
2395,219336.22310467076
2396,158149.673163937
2397,214479.83153661125
2398,124574.28696476208
2399,35156.818941456004
2400,42050.65673626129
2401,114838.29369298162
2402,134472.35623725754
2403,136792.757503146
2404,159430.69997468145
2405,163193.40346721618
2406,123729.40474230485
2407,149122.44438707846
2408,136141.6488795982
2409,124718.22132724216
2410,177079.16627373488
2411,111141.6629263001
2412,163716.27908869355
2413,127482.67608903979
2414,141059.33725131725
2415,126822.09044989012
2416,127419.19373890266
2417,129737.24823021493
2418,117057.1856248016
2419,131289.952767137
2420,126272.8433111144
2421,148978.60008562668
2422,114304.7647009756
2423,132954.88653666916
2424,149181.63851191296
2425,286495.16774710326
2426,145267.89725434064
2427,125814.98953629573
2428,173766.93210947746
2429,120448.78093302557
2430,138625.0613069766
2431,109216.05308350368
2432,142952.83479156715
2433,138984.01224374806
2434,135077.06682154268
2435,152692.0491725606
2436,93665.83892307126
2437,107297.39646451065
2438,131911.8147761095
2439,105981.46375788479
2440,129164.26884322337
2441,77943.933283202
2442,110898.97809837895
2443,138588.38884211113
2444,132482.89953423233
2445,89115.18863412023
2446,136845.93782964107
2447,199110.97482197403
2448,136766.65661636644
2449,116408.24057737713
2450,158997.91118527716
2451,133933.52749787664
2452,198172.9757190019
2453,93393.8109897663
2454,130639.27749189454
2455,118376.81432237601
2456,105558.83931723055
2457,149902.20162677128
2458,131338.95240543212
2459,95044.07453661856
2460,138370.32824922053
2461,118147.8818652889
2462,144339.41363443446
2463,119555.63592057233
2464,195156.97552088683
2465,131956.10304756687
2466,89327.95293249784
2467,153146.405790703
2468,96013.68749705853
2469,87656.39563605943
2470,200221.48083487086
2471,205924.88745108066
2472,164324.18529088938
2473,128541.90646549717
2474,58409.67933543319
2475,217846.2373188089
2476,115859.98521968469
2477,131067.22584045748
2478,154722.68694411774
2479,114266.25751836527
2480,164701.3937053676
2481,141534.76927441778
2482,131670.96811881108
2483,113405.31848999305
2484,122829.15513638966
2485,117400.8696275944
2486,148825.33087263018
2487,241443.85687471338
2488,171722.11877714246
2489,154997.25530373165
2490,163792.85481824382
2491,75473.96222611978
2492,182388.28836590692
2493,160878.23261593864
2494,156536.7168173463
2495,89160.12495065524
2496,223433.21725901373
2497,146700.19032740497
2498,98981.16604305334
2499,79564.9950568831
2500,150155.43199078515
2501,140935.51349774358
2502,160931.9094797551
2503,73488.78648775762
2504,221138.03716393508
2505,231369.20014345768
2506,288618.2607816212
2507,304444.36366353603
2508,286105.32671027817
2509,222255.5622708036
2510,211299.82624757913
2511,172560.34127298137
2512,198311.9110031646
2513,218296.04812962815
2514,341725.99265205464
2515,159837.30249496995
2516,185630.74966431057
2517,149583.26687522608
2518,163953.86217495045
2519,228806.04311023848
2520,236343.60229127528
2521,183625.3550410777
2522,235512.92015802444
2523,128645.35358063118
2524,151232.50526674293
2525,149737.15870717814
2526,133062.60716891167
2527,114021.97662195677
2528,141898.9828325846
2529,143396.9651336415
2530,125697.57494087514
2531,249576.5759331403
2532,237014.96018287566
2533,194051.70690760866
2534,211908.94036483634
2535,314724.4872283347
2536,251402.07684802669
2537,231718.64276404804
2538,169997.05750005093
2539,191239.98939943788
2540,182091.572640836
2541,187703.60462168072
2542,168172.9273588554
2543,124766.28887960133
2544,113550.31643072751
2545,143259.70881673772
2546,127509.65360148222
2547,139039.72392260228
2548,149655.97802727454
2549,174621.58722328747
2550,1911964.3823528034
2551,138376.9852000151
2552,140827.9322865078
2553,87202.10208643893
2554,105166.6856528692
2555,114863.87522125656
2556,104457.74130964115
2557,120948.13753876717
2558,223175.97199096365
2559,118191.3025972793
2560,143385.5601405726
2561,143620.9099138938
2562,153468.61079656638
2563,151848.90184153183
2564,169698.64075896586
2565,142190.1419255971
2566,169946.44659602863
2567,121431.22546373554
2568,235378.71222262952
2569,216393.07195045293
2570,120584.7753800117
2571,191567.48386786677
2572,161855.93378304347
2573,212698.45814103168
2574,232461.89913619426
2575,136015.5617068979
2576,126829.919238902
2577,161792.0803811785
2578,50087.734360748014
2579,50410.77241084844
2580,142308.09196887395
2581,139219.46188171516
2582,119221.96647547468
2583,288396.2208970532
2584,181595.17488898494
2585,206847.07390261788
2586,217203.16513215014
2587,205190.83545724384
2588,156675.1713767915
2589,154984.1659238722
2590,221364.4193102878
2591,219658.74616121242
2592,194320.57607409725
2593,330378.46962017915
2594,174078.08517513174
2595,177231.09831599463
2596,343163.95852660504
2597,195068.8470971794
2598,288824.13640388724
2599,222024.3722729073
2600,160485.09223754675
2601,164708.8692241722
2602,71203.26814648608
2603,100663.15644829851
2604,78210.09881835057
2605,75156.645519018
2606,142380.68114015146
2607,176014.14507693786
2608,210982.3083065942
2609,171405.46353052408
2610,115164.52324995153
2611,112080.36301984977
2612,164358.19488479223
2613,132735.82769261138
2614,131924.88707649877
2615,151506.0094452302
2616,163799.79999662162
2617,194143.12037312187
2618,225027.55275733827
2619,206167.74237699312
2620,200571.33497232755
2621,177020.40385735995
2622,187124.74664794607
2623,247896.8530801244
2624,336607.41699252115
2625,284832.8517806997
2626,176826.36927164087
2627,163203.0236749783
2628,448848.7847604324
2629,505480.5481385781
2630,373545.0507611386
2631,478422.76738093223
2632,419660.4240940394
2633,324217.3617953474
2634,398831.0016635759
2635,173772.94869880544
2636,184319.1532256773
2637,178688.57030710843
2638,231758.24891021603
2639,180605.89830001688
2640,161048.31472767645
2641,111023.1222452211
2642,194435.31246696404
2643,104958.46181673871
2644,124948.25491653495
2645,108516.27016633004
2646,92057.16226025407
2647,95267.56375106392
2648,134879.73426242627
2649,158737.94262860197
2650,141368.71658067688
2651,134906.35637447538
2652,413265.5268751687
2653,259727.56941094494
2654,258926.59017587051
2655,408555.61550206156
2656,340800.91808118636
2657,327650.3903540339
2658,287363.7350653283
2659,283566.73632407724
2660,338806.6739263215
2661,363971.0688576416
2662,339217.7800272787
2663,279517.0553194993
2664,245502.705396202
2665,315479.22351700364
2666,255220.49720235314
2667,155356.1430259596
2668,166790.96723162822
2669,185175.9431996084
2670,292720.0169523072
2671,177525.04180725364
2672,217077.02449706406
2673,220958.67764751625
2674,218424.17294240848
2675,179701.78588902336
2676,191019.36672832107
2677,207360.57558213355
2678,268302.2683097603
2679,292951.11919559777
2680,284296.9537525424
2681,433053.47123882326
2682,352254.1905880813
2683,544548.2658723374
2684,297425.2573520817
2685,319381.0636663777
2686,219025.84380098822
2687,336933.26083249116
2688,212807.26445726547
2689,203225.53268717742
2690,460357.1836498668
2691,195692.99213476633
2692,116862.53730788853
2693,213290.8336657159
2694,97667.40910222118
2695,195177.59389795776
2696,184068.84387398712
2697,192832.7244059881
2698,202117.048755411
2699,168333.0697400351
2700,149539.39709599596
2701,158244.70649502813
2702,111793.47503274007
2703,120227.99756354312
2704,147005.87009132456
2705,114883.6327971958
2706,106206.96779954294
2707,121660.21375410462
2708,122342.45703114226
2709,122975.81114197554
2710,135746.0110639317
2711,94634.1384733879
2712,398789.1612944343
2713,162804.09414431851
2714,144276.5414741877
2715,160460.75777260843
2716,141312.32044742032
2717,228921.28477910167
2718,225619.4003676193
2719,153183.38359227587
2720,168352.9613341154
2721,138566.59777135612
2722,162189.70317902992
2723,167779.53208031994
2724,122823.20812985551
2725,127681.09720870362
2726,155380.79225289152
2727,168433.69443142114
2728,181059.18647146368
2729,161897.929493656
2730,144489.5205096795
2731,124590.46829655985
2732,128175.69555366704
2733,165179.514144095
2734,143945.5687039547
2735,139212.82793341536
